co_municipio,co_ibge,no_municipio,uf,ano,rede,saeb_matematica,saeb_lingua_portuguesa,saeb_padronizado,ideb,posição estado,ideb_meta,etapa
5100805,510080,Apiacás,MT,2023,Municipal,194.04,185.8,5.045288,5.0,,,Anos Iniciais
5107792,510779,Santo Antônio do Leste,MT,2023,Municipal,201.15,183.54,5.139884,5.0,,,Anos Iniciais
5200829,520082,Amaralina,GO,2023,Municipal,198.86,185.37,5.129455,5.0,,,Anos Iniciais
5211008,521100,Itapirapuã,GO,2023,Municipal,190.28,187.68,5.007714,5.0,,,Anos Iniciais
3301157,330115,Cardoso Moreira,RJ,2023,Municipal,210.69,199.05,5.603945,4.9,75,,Anos Iniciais
3302858,330285,Mesquita,RJ,2023,Municipal,203.3,195.52,5.398733,4.9,76,,Anos Iniciais
3304144,330414,Queimados,RJ,2023,Municipal,200.58,192.73,5.296097,4.9,77,,Anos Iniciais
3305109,330510,São João de Meriti,RJ,2023,Municipal,203.71,195.24,5.401466,4.9,78,,Anos Iniciais
3305554,330555,Seropédica,RJ,2023,Municipal,203.7,199.39,5.47673,4.9,79,,Anos Iniciais
3306107,330610,Valença,RJ,2023,Municipal,217.29,204.68,5.832263,4.9,80,,Anos Iniciais
1100130,110013,Machadinho D'Oeste,RO,2023,Municipal,201.36,192.95,5.314983,4.9,,,Anos Iniciais
1300409,130040,Barcelos,AM,2023,Municipal,203.47,186.45,5.237068,4.9,,,Anos Iniciais
1301951,130195,Itamarati,AM,2023,Municipal,207.34,190.49,5.384378,4.9,,,Anos Iniciais
1303007,130300,Nhamundá,AM,2023,Municipal,196.13,187.72,5.120083,4.9,,,Anos Iniciais
1303304,130330,Novo Aripuanã,AM,2023,Municipal,203.04,183.38,5.173044,4.9,,,Anos Iniciais
1303536,130353,Presidente Figueiredo,AM,2023,Municipal,204.08,197.02,5.440891,4.9,,,Anos Iniciais
1400233,140023,Caroebe,RR,2023,Municipal,199.72,191.77,5.26223,4.9,,,Anos Iniciais
1501006,150100,Aveiro,PA,2023,Municipal,197.02,185.82,5.102522,4.9,,,Anos Iniciais
1501576,150157,Bom Jesus do Tocantins,PA,2023,Municipal,209.13,193.15,5.466901,4.9,,,Anos Iniciais
1503903,150390,Juruti,PA,2023,Municipal,198.85,187.26,5.163627,4.9,,,Anos Iniciais
1504703,150470,Moju,PA,2023,Municipal,187.38,184.46,4.893825,4.9,,,Anos Iniciais
1505700,150570,Ponta de Pedras,PA,2023,Municipal,192.22,188.11,5.052555,4.9,,,Anos Iniciais
1506138,150613,Redenção,PA,2023,Municipal,192.09,183.97,4.974802,4.9,,,Anos Iniciais
1506203,150620,Salinópolis,PA,2023,Municipal,193.34,183.35,4.987384,4.9,,,Anos Iniciais
1506401,150640,Santa Cruz do Arari,PA,2023,Municipal,209.35,195.27,5.509645,4.9,,,Anos Iniciais
1508407,150840,Xinguara,PA,2023,Municipal,198.25,196.51,5.320359,4.9,,,Anos Iniciais
1600279,160027,Laranjal do Jari,AP,2023,Municipal,199.47,189.92,5.223823,4.9,,,Anos Iniciais
1700400,170040,Almas,TO,2023,Municipal,193.1,176.23,4.853349,4.9,,,Anos Iniciais
1704600,170460,Chapada de Areia,TO,2023,Municipal,195.99,176.78,4.918502,4.9,,,Anos Iniciais
1712801,171280,Maurilândia do Tocantins,TO,2023,Municipal,190.4,183.79,4.939277,4.9,,,Anos Iniciais
1718808,171880,Sampaio,TO,2023,Municipal,199.72,182.54,5.094412,4.9,,,Anos Iniciais
1720655,172065,Silvanópolis,TO,2023,Municipal,199.57,186.62,5.165731,4.9,,,Anos Iniciais
2100600,210060,Amarante do Maranhão,MA,2023,Municipal,194.59,185.82,5.056148,4.9,,,Anos Iniciais
2101251,210125,Bacabeira,MA,2023,Municipal,195.01,184.87,5.04689,4.9,,,Anos Iniciais
2101400,210140,Balsas,MA,2023,Municipal,196.19,191.12,5.183046,4.9,,,Anos Iniciais
2102358,210235,Buritirana,MA,2023,Municipal,195.89,188.87,5.136412,4.9,,,Anos Iniciais
2103406,210340,Coelho Neto,MA,2023,Municipal,200.07,190.34,5.24291,4.9,,,Anos Iniciais
2104404,210440,Gonçalves Dias,MA,2023,Municipal,195.2,181.69,4.992698,4.9,,,Anos Iniciais
2105708,210570,Lago da Pedra,MA,2023,Municipal,192.94,183.62,4.984659,4.9,,,Anos Iniciais
2106201,210620,Luís Domingues,MA,2023,Municipal,190.0,186.85,4.98728,4.9,,,Anos Iniciais
2106805,210680,Mirinzal,MA,2023,Municipal,191.21,185.83,4.991826,4.9,,,Anos Iniciais
2107357,210735,Nova Olinda do Maranhão,MA,2023,Municipal,191.75,185.64,4.998677,4.9,,,Anos Iniciais
2107704,210770,Paraibano,MA,2023,Municipal,206.27,190.92,5.371776,4.9,,,Anos Iniciais
2108454,210845,Peritoró,MA,2023,Municipal,195.12,184.28,5.038262,4.9,,,Anos Iniciais
2110039,211003,Santa Luzia do Paruá,MA,2023,Municipal,189.53,184.91,4.943037,4.9,,,Anos Iniciais
2110104,211010,Santa Quitéria do Maranhão,MA,2023,Municipal,191.97,182.72,4.949784,4.9,,,Anos Iniciais
2111573,211157,São Pedro dos Crentes,MA,2023,Municipal,188.16,181.97,4.863438,4.9,,,Anos Iniciais
2112100,211210,Timbiras,MA,2023,Municipal,197.0,186.01,5.105595,4.9,,,Anos Iniciais
2112308,211230,Tuntum,MA,2023,Municipal,193.2,182.16,4.963076,4.9,,,Anos Iniciais
2201507,220150,Batalha,PI,2023,Municipal,191.13,182.86,4.936299,4.9,,,Anos Iniciais
2201705,220170,Bertolínia,PI,2023,Municipal,200.64,190.23,5.251788,4.9,,,Anos Iniciais
2202075,220207,Cajazeiras do Piauí,PI,2023,Municipal,185.64,186.84,4.903892,4.9,,,Anos Iniciais
2202251,220225,Canavieira,PI,2023,Municipal,208.73,177.86,5.181268,4.9,,,Anos Iniciais
2202802,220280,Conceição do Canindé,PI,2023,Municipal,198.7,188.82,5.189128,4.9,,,Anos Iniciais
2205508,220550,José de Freitas,PI,2023,Municipal,194.36,181.4,4.971395,4.9,,,Anos Iniciais
2209302,220930,Santa Luz,PI,2023,Municipal,206.63,188.13,5.327919,4.9,,,Anos Iniciais
2210904,221090,Socorro do Piauí,PI,2023,Municipal,194.11,185.95,5.049351,4.9,,,Anos Iniciais
2211506,221150,Vera Mendes,PI,2023,Municipal,193.74,181.56,4.962472,4.9,,,Anos Iniciais
2305266,230526,Ibaretama,CE,2023,Municipal,192.03,181.85,4.935111,4.9,,,Anos Iniciais
2400505,240050,Alexandria,RN,2023,Municipal,194.04,189.19,5.106924,4.9,,,Anos Iniciais
2405207,240520,Janduís,RN,2023,Municipal,189.8,184.84,4.946917,4.9,,,Anos Iniciais
2406106,240610,Jucurutu,RN,2023,Municipal,195.87,190.92,5.173303,4.9,,,Anos Iniciais
2406908,240690,Lucrécia,RN,2023,Municipal,202.45,187.29,5.232875,4.9,,,Anos Iniciais
2407708,240770,Montanhas,RN,2023,Municipal,204.87,192.51,5.373967,4.9,,,Anos Iniciais
2407807,240780,Monte Alegre,RN,2023,Municipal,198.56,191.27,5.231002,4.9,,,Anos Iniciais
2410801,241080,Riacho de Santana,RN,2023,Municipal,204.88,186.78,5.269976,4.9,,,Anos Iniciais
2414159,241415,Tenente Laurentino Cruz,RN,2023,Municipal,190.26,186.28,4.981878,4.9,,,Anos Iniciais
2500304,250030,Alagoa Grande,PB,2023,Municipal,213.55,198.04,5.640162,4.9,,,Anos Iniciais
2500502,250050,Alagoinha,PB,2023,Municipal,196.66,187.2,5.120743,4.9,,,Anos Iniciais
2501351,250135,Assunção,PB,2023,Municipal,201.06,190.43,5.263439,4.9,,,Anos Iniciais
2505204,250520,Cuitegi,PB,2023,Municipal,196.09,191.4,5.186228,4.9,,,Anos Iniciais
2507903,250790,Juripiranga,PB,2023,Municipal,189.88,180.6,4.871353,4.9,,,Anos Iniciais
2509107,250910,Mari,PB,2023,Municipal,198.76,186.21,5.142819,4.9,,,Anos Iniciais
2509206,250920,Massaranduba,PB,2023,Municipal,198.89,182.14,5.0713,4.9,,,Anos Iniciais
2509404,250940,Mogeiro,PB,2023,Municipal,191.9,180.85,4.914448,4.9,,,Anos Iniciais
2511608,251160,Pilões,PB,2023,Municipal,202.46,181.0,5.118702,4.9,,,Anos Iniciais
2514453,251445,São José dos Ramos,PB,2023,Municipal,188.42,190.86,5.030036,4.9,,,Anos Iniciais
2516102,251610,Soledade,PB,2023,Municipal,198.94,181.82,5.066436,4.9,,,Anos Iniciais
2601508,260150,Belém de Maria,PE,2023,Municipal,193.01,178.59,4.894541,4.9,,,Anos Iniciais
2606507,260650,Iati,PE,2023,Municipal,197.18,183.65,5.066121,4.9,,,Anos Iniciais
2607950,260795,Jaqueira,PE,2023,Municipal,192.33,186.29,5.021563,4.9,,,Anos Iniciais
2608008,260800,Jataúba,PE,2023,Municipal,200.54,186.56,5.183152,4.9,,,Anos Iniciais
2608206,260820,Joaquim Nabuco,PE,2023,Municipal,195.72,187.33,5.105167,4.9,,,Anos Iniciais
2609303,260930,Mirandiba,PE,2023,Municipal,196.13,189.56,5.153537,4.9,,,Anos Iniciais
2611408,261140,Primavera,PE,2023,Municipal,191.16,182.44,4.929235,4.9,,,Anos Iniciais
2611507,261150,Quipapá,PE,2023,Municipal,191.61,187.04,5.021459,4.9,,,Anos Iniciais
2612505,261250,Santa Cruz do Capibaribe,PE,2023,Municipal,202.98,191.38,5.317353,4.9,,,Anos Iniciais
2615409,261540,Toritama,PE,2023,Municipal,203.02,190.99,5.311026,4.9,,,Anos Iniciais
2616308,261630,Vicência,PE,2023,Municipal,196.73,187.41,5.125897,4.9,,,Anos Iniciais
2706448,270644,Paripueira,AL,2023,Municipal,188.93,183.39,4.903951,4.9,,,Anos Iniciais
2801108,280110,Canhoba,SE,2023,Municipal,214.62,188.99,5.496036,4.9,,,Anos Iniciais
2807501,280750,Tomar do Geru,SE,2023,Municipal,197.83,182.56,5.058707,4.9,,,Anos Iniciais
2903201,290320,Barreiras,BA,2023,Municipal,205.48,199.79,5.517972,4.9,,,Anos Iniciais
2903904,290390,Bom Jesus da Lapa,BA,2023,Municipal,191.87,184.85,4.986603,4.9,,,Anos Iniciais
2906105,290610,Canápolis,BA,2023,Municipal,197.12,179.56,4.990612,4.9,,,Anos Iniciais
2906899,290689,Caraíbas,BA,2023,Municipal,196.62,190.9,5.187252,4.9,,,Anos Iniciais
2909802,290980,Cruz das Almas,BA,2023,Municipal,204.67,194.49,5.406151,4.9,,,Anos Iniciais
2911006,291100,Floresta Azul,BA,2023,Municipal,190.7,181.85,4.909729,4.9,,,Anos Iniciais
2911501,291150,Gongogi,BA,2023,Municipal,204.97,192.97,5.384239,4.9,,,Anos Iniciais
2912806,291280,Ibirapuã,BA,2023,Municipal,200.6,188.73,5.223752,4.9,,,Anos Iniciais
2913200,291320,Ibotirama,BA,2023,Municipal,193.66,186.85,5.057127,4.9,,,Anos Iniciais
2913457,291345,Igrapiúna,BA,2023,Municipal,193.84,192.12,5.15638,4.9,,,Anos Iniciais
2913507,291350,Iguaí,BA,2023,Municipal,198.18,191.44,5.226841,4.9,,,Anos Iniciais
2915700,291570,Itamari,BA,2023,Municipal,215.38,192.87,5.581085,4.9,,,Anos Iniciais
2916005,291600,Itanhém,BA,2023,Municipal,209.94,199.59,5.59945,4.9,,,Anos Iniciais
2916906,291690,Itiruçu,BA,2023,Municipal,194.07,188.23,5.090042,4.9,,,Anos Iniciais
2917706,291770,Jaguarari,BA,2023,Municipal,198.91,184.64,5.117136,4.9,,,Anos Iniciais
2918456,291845,Jucuruçu,BA,2023,Municipal,207.85,197.56,5.522656,4.9,,,Anos Iniciais
2919157,291915,Lapão,BA,2023,Municipal,190.91,180.3,4.885555,4.9,,,Anos Iniciais
2922755,292275,Nova Ibiá,BA,2023,Municipal,197.93,182.88,5.066434,4.9,,,Anos Iniciais
2922805,292280,Nova Itarana,BA,2023,Municipal,194.33,190.65,5.139004,4.9,,,Anos Iniciais
2923407,292340,Palmas de Monte Alto,BA,2023,Municipal,193.23,184.99,5.015103,4.9,,,Anos Iniciais
2924801,292480,Piritiba,BA,2023,Municipal,194.99,184.27,5.0356,4.9,,,Anos Iniciais
2928000,292800,Santaluz,BA,2023,Municipal,192.49,184.66,4.994981,4.9,,,Anos Iniciais
2928950,292895,São Domingos,BA,2023,Municipal,195.25,182.54,5.009107,4.9,,,Anos Iniciais
2930709,293070,Simões Filho,BA,2023,Municipal,198.22,190.19,5.204877,4.9,,,Anos Iniciais
2932408,293240,Uibaí,BA,2023,Municipal,187.15,185.51,4.908527,4.9,,,Anos Iniciais
3124906,312490,Eugenópolis,MG,2023,Municipal,198.88,178.95,5.013109,4.9,,,Anos Iniciais
3125309,312530,Faria Lemos,MG,2023,Municipal,180.98,193.43,4.934779,4.9,,,Anos Iniciais
3135803,313580,Jequitinhonha,MG,2023,Municipal,189.56,183.11,4.910883,4.9,,,Anos Iniciais
3136702,313670,Juiz de Fora,MG,2023,Municipal,198.24,189.65,5.195441,4.9,,,Anos Iniciais
3137700,313770,Lajinha,MG,2023,Municipal,193.9,179.72,4.932071,4.9,,,Anos Iniciais
3155405,315540,Rio Novo,MG,2023,Municipal,197.91,184.31,5.092052,4.9,,,Anos Iniciais
3170305,317030,Umburatiba,MG,2023,Municipal,191.13,185.0,4.975208,4.9,,,Anos Iniciais
4202438,420243,Bocaina do Sul,SC,2023,Municipal,202.68,194.35,5.365628,4.9,,,Anos Iniciais
4302907,430290,Cacequi,RS,2023,Municipal,195.24,196.26,5.258371,4.9,,,Anos Iniciais
4303608,430360,Cambará do Sul,RS,2023,Municipal,202.41,195.67,5.384475,4.9,,,Anos Iniciais
4305504,430550,Ciríaco,RS,2023,Municipal,191.81,182.85,4.949094,4.9,,,Anos Iniciais
4306973,430697,Erebango,RS,2023,Municipal,214.21,202.59,5.735484,4.9,,,Anos Iniciais
4310603,431060,Itaqui,RS,2023,Municipal,202.73,190.58,5.298037,4.9,,,Anos Iniciais
4314407,431440,Pelotas,RS,2023,Municipal,205.71,196.36,5.459998,4.9,,,Anos Iniciais
4322103,432210,Tucunduva,RS,2023,Municipal,194.64,195.39,5.231102,4.9,,,Anos Iniciais
5001508,500150,Bandeirantes,MS,2023,Municipal,202.53,190.77,5.297675,4.9,,,Anos Iniciais
5006903,500690,Porto Murtinho,MS,2023,Municipal,203.48,197.21,5.432895,4.9,,,Anos Iniciais
5007109,500710,Ribas do Rio Pardo,MS,2023,Municipal,201.79,196.72,5.391734,4.9,,,Anos Iniciais
5007505,500750,Rochedo,MS,2023,Municipal,195.65,186.88,5.09565,4.9,,,Anos Iniciais
5102603,510260,Campinápolis,MT,2023,Municipal,198.1,186.02,5.126769,4.9,,,Anos Iniciais
5103353,510335,Confresa,MT,2023,Municipal,190.72,182.29,4.918111,4.9,,,Anos Iniciais
5103601,510360,Dom Aquino,MT,2023,Municipal,192.31,180.34,4913,4.9,,,Anos Iniciais
5103908,510390,General Carneiro,MT,2023,Municipal,198.39,179.61,5.015758,4.9,,,Anos Iniciais
5106422,510642,Peixoto de Azevedo,MT,2023,Municipal,190.21,184.97,4.957105,4.9,,,Anos Iniciais
5209408,520940,Guarani de Goiás,GO,2023,Municipal,194.18,187.52,5.079232,4.9,,,Anos Iniciais
3300456,330045,Belford Roxo,RJ,2023,Municipal,198.35,191.13,5.224449,4.8,81,,Anos Iniciais
3302502,330250,Magé,RJ,2023,Municipal,202.42,193.78,5.350303,4.8,82,,Anos Iniciais
3304755,330475,São Francisco de Itabapoana,RJ,2023,Municipal,208.83,199.81,5.582267,4.8,83,,Anos Iniciais
3305703,330570,Sumidouro,RJ,2023,Municipal,207.43,189.93,5.375913,4.8,84,,Anos Iniciais
1100700,110070,Campo Novo de Rondônia,RO,2023,Municipal,202.92,187.53,5.246208,4.8,,,Anos Iniciais
1200203,120020,Cruzeiro do Sul,AC,2023,Municipal,192.05,190.26,5.088402,4.8,,,Anos Iniciais
1200336,120033,Mâncio Lima,AC,2023,Municipal,191.59,183.18,4.950896,4.8,,,Anos Iniciais
1301852,130185,Iranduba,AM,2023,Municipal,193.41,189.86,5.107083,4.8,,,Anos Iniciais
1302900,130290,Maués,AM,2023,Municipal,201.32,187.39,5.213128,4.8,,,Anos Iniciais
1304302,130430,Urucará,AM,2023,Municipal,190.09,178.77,4.842088,4.8,,,Anos Iniciais
1400027,140002,Amajari,RR,2023,Municipal,191.54,179.86,4.889578,4.8,,,Anos Iniciais
1501907,150190,Bujaru,PA,2023,Municipal,188.88,188.49,4.995724,4.8,,,Anos Iniciais
1501956,150195,Cachoeira do Piriá,PA,2023,Municipal,201.22,184.96,5.167038,4.8,,,Anos Iniciais
1504802,150480,Monte Alegre,PA,2023,Municipal,199.53,192.79,5.27715,4.8,,,Anos Iniciais
1507474,150747,São João de Pirabas,PA,2023,Municipal,191.57,183.21,4.95106,4.8,,,Anos Iniciais
1507755,150775,Sapucaia,PA,2023,Municipal,211.26,195.66,5.553187,4.8,,,Anos Iniciais
1600600,160060,Santana,AP,2023,Municipal,198.84,189.59,5.2058,4.8,,,Anos Iniciais
1703800,170380,Buriti do Tocantins,TO,2023,Municipal,190.78,181.49,4.904711,4.8,,,Anos Iniciais
1705102,170510,Chapada da Natividade,TO,2023,Municipal,190.61,191.14,5.076921,4.8,,,Anos Iniciais
1705607,170560,Conceição do Tocantins,TO,2023,Municipal,197.67,182.47,5.054017,4.8,,,Anos Iniciais
1706001,170600,Couto Magalhães,TO,2023,Municipal,193.49,185.03,5.020792,4.8,,,Anos Iniciais
1706506,170650,Darcinópolis,TO,2023,Municipal,190.02,185.11,4.956025,4.8,,,Anos Iniciais
1712157,171215,Lavandeira,TO,2023,Municipal,194.59,189.77,5.127966,4.8,,,Anos Iniciais
1716703,171670,Colméia,TO,2023,Municipal,189.34,183.86,4.920321,4.8,,,Anos Iniciais
1718006,171800,Porto Alegre do Tocantins,TO,2023,Municipal,192.28,184.47,4.987518,4.8,,,Anos Iniciais
1718451,171845,Pugmil,TO,2023,Municipal,196.17,172.98,4.852846,4.8,,,Anos Iniciais
1720937,172093,Taipas do Tocantins,TO,2023,Municipal,214.5,198.25,5.66211,4.8,,,Anos Iniciais
1721109,172110,Tocantínia,TO,2023,Municipal,189.4,186.29,4.965647,4.8,,,Anos Iniciais
2100907,210090,Araioses,MA,2023,Municipal,193.14,192.46,5.149203,4.8,,,Anos Iniciais
2101772,210177,Bela Vista do Maranhão,MA,2023,Municipal,189.88,179.22,4.846262,4.8,,,Anos Iniciais
2102408,210240,Cajapió,MA,2023,Municipal,186.86,183.31,4.862992,4.8,,,Anos Iniciais
2104008,210400,Esperantinópolis,MA,2023,Municipal,191.0,182.07,4.919455,4.8,,,Anos Iniciais
2104099,210409,Formosa da Serra Negra,MA,2023,Municipal,188.03,183.99,4.897684,4.8,,,Anos Iniciais
2104677,210467,Governador Nunes Freire,MA,2023,Municipal,191.09,183.37,4.944808,4.8,,,Anos Iniciais
2105005,210500,Humberto de Campos,MA,2023,Municipal,190.84,187.51,5.01531,4.8,,,Anos Iniciais
2105153,210515,Igarapé do Meio,MA,2023,Municipal,188.15,193.34,5.069974,4.8,,,Anos Iniciais
2105351,210535,Itaipava do Grajaú,MA,2023,Municipal,188.78,180.12,4.841634,4.8,,,Anos Iniciais
2106300,210630,Magalhães de Almeida,MA,2023,Municipal,187.46,183.95,4.886079,4.8,,,Anos Iniciais
2106508,210650,Matinha,MA,2023,Municipal,191.53,178.82,4.870478,4.8,,,Anos Iniciais
2107605,210760,Palmeirândia,MA,2023,Municipal,191.81,177.77,4.856731,4.8,,,Anos Iniciais
2108306,210830,Penalva,MA,2023,Municipal,191.21,183.69,4.952917,4.8,,,Anos Iniciais
2108702,210870,Pio XII,MA,2023,Municipal,191.99,182.05,4.937984,4.8,,,Anos Iniciais
2109106,210910,Presidente Dutra,MA,2023,Municipal,192.03,182.36,4.944384,4.8,,,Anos Iniciais
2109205,210920,Presidente Juscelino,MA,2023,Municipal,193.26,185.69,5.028402,4.8,,,Anos Iniciais
2110500,211050,São Bento,MA,2023,Municipal,186.35,183.74,4.861078,4.8,,,Anos Iniciais
2110856,211085,São Francisco do Brejão,MA,2023,Municipal,195.72,186.52,5.09044,4.8,,,Anos Iniciais
2111409,211140,São Luís Gonzaga do Maranhão,MA,2023,Municipal,195.15,182.42,5.005017,4.8,,,Anos Iniciais
2111508,211150,São Mateus do Maranhão,MA,2023,Municipal,189.28,182.29,4.89063,4.8,,,Anos Iniciais
2111532,211153,São Pedro da Água Branca,MA,2023,Municipal,189.78,188.67,5.016172,4.8,,,Anos Iniciais
2111748,211174,Senador Alexandre Costa,MA,2023,Municipal,191.43,180.13,4.892388,4.8,,,Anos Iniciais
2200459,220045,Alvorada do Gurguéia,PI,2023,Municipal,187.44,183.18,4.871697,4.8,,,Anos Iniciais
2201739,220173,Betânia do Piauí,PI,2023,Municipal,200.07,189.42,5.226183,4.8,,,Anos Iniciais
2201919,220191,Bom Princípio do Piauí,PI,2023,Municipal,185.51,184.93,4.866684,4.8,,,Anos Iniciais
2203255,220325,Curralinhos,PI,2023,Municipal,188.74,181.36,4.863416,4.8,,,Anos Iniciais
2203750,220375,Fartura do Piauí,PI,2023,Municipal,196.23,182.76,5.031809,4.8,,,Anos Iniciais
2203800,220380,Flores do Piauí,PI,2023,Municipal,206.12,193.08,5.408186,4.8,,,Anos Iniciais
2206100,220610,Matias Olímpio,PI,2023,Municipal,192.07,181.95,4.937693,4.8,,,Anos Iniciais
2206670,220667,Morro do Chapéu do Piauí,PI,2023,Municipal,197.93,190.22,5.199888,4.8,,,Anos Iniciais
2208700,220870,Redenção do Gurguéia,PI,2023,Municipal,198.32,186.63,5.142058,4.8,,,Anos Iniciais
2209401,220940,Santo Antônio de Lisboa,PI,2023,Municipal,186.03,181.11,4.807153,4.8,,,Anos Iniciais
2210508,221050,São Pedro do Piauí,PI,2023,Municipal,189.52,177.73,4.812301,4.8,,,Anos Iniciais
2210953,221095,Tamboril do Piauí,PI,2023,Municipal,188.76,179.3,4.826343,4.8,,,Anos Iniciais
2400604,240060,Almino Afonso,RN,2023,Municipal,194.16,180.67,4.954305,4.8,,,Anos Iniciais
2401503,240150,Barcelona,RN,2023,Municipal,198.83,185.53,5.131791,4.8,,,Anos Iniciais
2403251,240325,Parnamirim,RN,2023,Municipal,195.99,190.02,5.159229,4.8,,,Anos Iniciais
2404507,240450,Guamaré,RN,2023,Municipal,192.51,194.41,5.172635,4.8,,,Anos Iniciais
2407005,240700,Luís Gomes,RN,2023,Municipal,213.22,192.06,5.525137,4.8,,,Anos Iniciais
2408904,240890,Parelhas,RN,2023,Municipal,199.32,181.28,5.06387,4.8,,,Anos Iniciais
2410256,241025,Porto do Mangue,RN,2023,Municipal,190.96,190.6,5.073782,4.8,,,Anos Iniciais
2411205,241120,Santa Cruz,RN,2023,Municipal,189.55,182.28,4.895601,4.8,,,Anos Iniciais
2412559,241255,São Miguel do Gostoso,RN,2023,Municipal,204.85,202.59,5.556858,4.8,,,Anos Iniciais
2500577,250057,Algodão de Jandaíra,PB,2023,Municipal,188.56,183.27,4.894708,4.8,,,Anos Iniciais
2501153,250115,Areia de Baraúnas,PB,2023,Municipal,192.42,183.38,4.970372,4.8,,,Anos Iniciais
2502003,250200,Belém do Brejo do Cruz,PB,2023,Municipal,191.86,182.03,4.935139,4.8,,,Anos Iniciais
2502607,250260,Igaracy,PB,2023,Municipal,194.78,177.87,4.915228,4.8,,,Anos Iniciais
2506905,250690,Itabaiana,PB,2023,Municipal,190.67,179.71,4.870248,4.8,,,Anos Iniciais
2511509,251150,Pilar,PB,2023,Municipal,195.36,187.68,5.104661,4.8,,,Anos Iniciais
2512002,251200,Pocinhos,PB,2023,Municipal,201.94,185.97,5.199142,4.8,,,Anos Iniciais
2514107,251410,São João do Tigre,PB,2023,Municipal,200.69,184.03,5.140015,4.8,,,Anos Iniciais
2516508,251650,Taperoá,PB,2023,Municipal,192.55,179.79,4.90758,4.8,,,Anos Iniciais
2600054,260005,Abreu e Lima,PE,2023,Municipal,192.79,185.78,5.021069,4.8,,,Anos Iniciais
2600401,260040,Água Preta,PE,2023,Municipal,191.9,180.17,4.902085,4.8,,,Anos Iniciais
2603603,260360,Camutanga,PE,2023,Municipal,190.47,178.4,4.842613,4.8,,,Anos Iniciais
2604809,260480,Cortês,PE,2023,Municipal,193.53,180.33,4.936101,4.8,,,Anos Iniciais
2607604,260760,Ilha de Itamaracá,PE,2023,Municipal,192.8,186.62,5.036533,4.8,,,Anos Iniciais
2608800,260880,Lajedo,PE,2023,Municipal,191.89,186.93,5.024803,4.8,,,Anos Iniciais
2610103,261010,Palmeirina,PE,2023,Municipal,192.02,181.06,4.920557,4.8,,,Anos Iniciais
2611200,261120,Poção,PE,2023,Municipal,190.35,188.14,5.017414,4.8,,,Anos Iniciais
2613701,261370,São Lourenço da Mata,PE,2023,Municipal,190.77,181.61,4.906702,4.8,,,Anos Iniciais
2615003,261500,Taquaritinga do Norte,PE,2023,Municipal,191.69,191.57,5.10535,4.8,,,Anos Iniciais
2705705,270570,Olho d'Água das Flores,AL,2023,Municipal,191.32,177.47,4.841925,4.8,,,Anos Iniciais
2707909,270790,Santa Luzia do Norte,AL,2023,Municipal,185.44,182.95,4.829348,4.8,,,Anos Iniciais
2708006,270800,Santana do Ipanema,AL,2023,Municipal,188.78,177.17,4.787997,4.8,,,Anos Iniciais
2708709,270870,São Miguel dos Milagres,AL,2023,Municipal,190.07,180.51,4.873343,4.8,,,Anos Iniciais
2800605,280060,Barra dos Coqueiros,SE,2023,Municipal,197.24,188.52,5.155811,4.8,,,Anos Iniciais
2804706,280470,Nossa Senhora de Lourdes,SE,2023,Municipal,192.03,191.8,5.11602,4.8,,,Anos Iniciais
2804805,280480,Nossa Senhora do Socorro,SE,2023,Municipal,191.24,185.66,4.989307,4.8,,,Anos Iniciais
2904407,290440,Brejolândia,BA,2023,Municipal,196.47,179.34,4.974207,4.8,,,Anos Iniciais
2905305,290530,Cafarnaum,BA,2023,Municipal,195.85,180.88,4.990375,4.8,,,Anos Iniciais
2906600,290660,Candiba,BA,2023,Municipal,203.22,187.59,5.253024,4.8,,,Anos Iniciais
2906824,290682,Canudos,BA,2023,Municipal,192.16,182.96,4.957774,4.8,,,Anos Iniciais
2909307,290930,Correntina,BA,2023,Municipal,204.76,188.37,5.296595,4.8,,,Anos Iniciais
2909406,290940,Cotegipe,BA,2023,Municipal,194.75,187.26,5.085383,4.8,,,Anos Iniciais
2911204,291120,Gandu,BA,2023,Municipal,192.77,183.92,4.98687,4.8,,,Anos Iniciais
2912608,291260,Ibiquera,BA,2023,Municipal,181.4,183.72,4.766248,4.8,,,Anos Iniciais
2913101,291310,Ibititá,BA,2023,Municipal,192.67,177.4,4.866416,4.8,,,Anos Iniciais
2915106,291510,Itagi,BA,2023,Municipal,198.2,191.12,5.221405,4.8,,,Anos Iniciais
2916401,291640,Itapetinga,BA,2023,Municipal,205.02,196.06,5.441375,4.8,,,Anos Iniciais
2919009,291900,Lajedinho,BA,2023,Municipal,199.21,191.34,5.244679,4.8,,,Anos Iniciais
2920106,292010,Mairi,BA,2023,Municipal,198.8,182.27,5.071946,4.8,,,Anos Iniciais
2921203,292120,Miguel Calmon,BA,2023,Municipal,199.02,187.64,5.173781,4.8,,,Anos Iniciais
2921609,292160,Morpará,BA,2023,Municipal,188.27,178.15,4.796083,4.8,,,Anos Iniciais
2925006,292500,Planalto,BA,2023,Municipal,198.29,188.02,5.166759,4.8,,,Anos Iniciais
2925956,292595,Rafael Jambeiro,BA,2023,Municipal,187.54,178.95,4.796697,4.8,,,Anos Iniciais
